date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-05-12 00:00:00,25.5,22,31.3,0,,,12.4,,1013.3,
2023-05-13 00:00:00,24.9,20,31,0.6,,,13.8,,1014.3,
2023-05-14 00:00:00,25.7,18.5,31,0,,,10,,1010.8,
2023-05-15 00:00:00,27.2,20,34,0,,,7.2,,1004.7,
2023-05-16 00:00:00,26.7,21,32,0.7,,,12,,1007.1,
2023-05-17 00:00:00,17.5,14,22,5.5,,,16.9,,1014.8,
2023-05-18 00:00:00,20.1,14,25.5,2.4,,,6.4,,1015.8,
2023-05-19 00:00:00,21.4,16.6,26,8.5,,,10.5,,1013.9,
2023-05-20 00:00:00,22.8,14.6,29,0,,,12,,1013.2,
2023-05-21 00:00:00,25.1,16.2,31,0,,,9.4,,1013,
2023-05-22 00:00:00,26.1,17.4,33,0,,,11.1,,1011.5,
2023-05-23 00:00:00,25.2,19.8,32,0.7,,,8.9,,1011.6,
2023-05-24 00:00:00,24.1,17.4,30,0,,,11.5,,1013.1,
2023-05-25 00:00:00,22.9,13.2,29,0.3,,,10.9,,1012.5,
2023-05-26 00:00:00,23.6,16.2,29.6,0,,,8.4,,1013.5,
2023-05-27 00:00:00,24.3,16.6,31,0,,,9.3,,1011.8,
2023-05-28 00:00:00,25.4,16,31.4,0,,,10.5,,1011.6,
2023-05-29 00:00:00,25.7,16.4,32,0,,,8,,1012.1,
2023-05-30 00:00:00,26.9,17.3,35,0,,,10.3,,1011.2,
2023-05-31 00:00:00,27.5,20,34.6,0,,,9.1,,1007.5,
2023-06-01 00:00:00,26.9,20,34,0,,,9.1,,1005.8,
2023-06-02 00:00:00,28.6,20.4,35,0,,,10.6,,1007.6,
2023-06-03 00:00:00,28.2,19,35,0,,,9,,1007.4,
2023-06-04 00:00:00,28.6,19,35.1,0,,,9.1,,1007.8,
2023-06-05 00:00:00,29.3,20.3,37,0,,,10.3,,1007.6,
2023-06-06 00:00:00,30.4,21,37.2,0,,,10.8,,1008.3,
2023-06-07 00:00:00,31.9,23.5,39,0,,,10,,1009.1,
2023-06-08 00:00:00,32.4,22,40,0,,,10.6,,1008.9,
2023-06-09 00:00:00,31.5,24.5,39,0,,,14,,1006.7,
2023-06-10 00:00:00,28,20,34.8,0,,,9.4,,1006.9,
2023-06-11 00:00:00,29.5,22.8,36,0,,,8,,1003.1,
2023-06-12 00:00:00,30.7,24.4,37,0,,,9.7,,1001.7,
2023-06-13 00:00:00,32.5,26.2,39,0,,,10.3,,1001.9,
2023-06-14 00:00:00,32.8,25.6,38.4,0,,,8.6,,1001.1,
2023-06-15 00:00:00,32.1,24,38,0,,,9.1,,1000.9,
2023-06-16 00:00:00,31.1,22.9,38,0,,,9.2,,1000.6,
2023-06-17 00:00:00,30.9,21.5,38,0,,,9.9,,1001,
2023-06-18 00:00:00,32.6,22.6,40,0,,,11.1,,1000.7,
2023-06-19 00:00:00,32.3,26.4,38.1,0,,,12.6,,1000.4,
2023-06-20 00:00:00,29.7,23.9,35.4,0,,,9.2,,1005.1,
2023-06-21 00:00:00,29.8,23.5,35.2,0,,,10.5,,1005.9,
2023-06-22 00:00:00,29.6,21.6,35,0,,,10.9,,1007.6,
2023-06-23 00:00:00,29.4,20.4,35,0,,,11.2,,1010.3,
2023-06-24 00:00:00,28.6,20,34.4,0,,,10.9,,1010.5,
2023-06-25 00:00:00,25.2,20.7,29,0.1,,,10.8,,1008.3,
2023-06-26 00:00:00,26.1,17.4,33,0,,,8.2,,1007,
2023-06-27 00:00:00,28.9,18.9,36,0,,,8.1,,1003.2,
2023-06-28 00:00:00,29.3,20.8,35,0,,,13.2,,1005.7,
2023-06-29 00:00:00,27,18.3,33.2,0,,,9.4,,1008,
2023-06-30 00:00:00,27.7,19.6,35,0,,,8.2,,1004.7,
2023-07-01 00:00:00,29.4,20,37,0,,,8,,1003,
2023-07-02 00:00:00,31.4,22.6,38,0,,,8.5,,1003.8,
2023-07-03 00:00:00,31.4,27,37,0,,,12.3,,1007.6,
2023-07-04 00:00:00,30.8,25,34.2,0,,,15.2,,1007.2,
2023-07-05 00:00:00,28.9,21.8,34.2,0,,,9.7,,1005.4,
2023-07-06 00:00:00,26.7,22.3,33.6,0.3,,,11.1,,1004.7,
2023-07-07 00:00:00,26.7,20.8,31,0.5,,,15.2,,1008.1,
2023-07-08 00:00:00,27.7,19,34,0,,,9.6,,1008.7,
2023-07-09 00:00:00,29.6,20.8,35,0,,,8.7,,1005.9,
2023-07-10 00:00:00,30.5,21.6,37,0,,,7.1,,1004.9,
2023-07-11 00:00:00,32.3,22.5,40,0,,,8.8,,1005,
2023-07-12 00:00:00,33.7,24.5,42,0,,,8.8,,1006.1,
2023-07-13 00:00:00,33.4,22.4,42,0,,,8.5,,1006.1,
2023-07-14 00:00:00,31.3,26,37.7,0,,,10.8,,1008.3,
2023-07-15 00:00:00,31.7,25,38,0,,,14.6,,1007.3,
2023-07-16 00:00:00,29,20.7,36.2,0,,,9,,1005.3,
2023-07-17 00:00:00,31.3,22.3,39,0,,,7.9,,1005.4,
2023-07-18 00:00:00,33.1,25,40,0,,,11.4,,1005.1,
2023-07-19 00:00:00,32,25.4,37.2,0,,,15.7,,1005.9,
2023-07-20 00:00:00,31,24.7,37,0,,,12.6,,1007.3,
2023-07-21 00:00:00,30.6,23.2,37,0,,,8.7,,1008.7,
2023-07-22 00:00:00,31.6,23.3,39.2,0,,,10,,1007.4,
2023-07-23 00:00:00,31.3,24.4,39,0,,,8.8,,1005.9,
2023-07-24 00:00:00,32.9,25.2,40.1,0,,,9.2,,1002.7,
2023-07-25 00:00:00,34.6,26.3,42,0,,,8.2,,1001.3,
2023-07-26 00:00:00,33.4,24.9,42,0,,,10.5,,1002,
2023-07-27 00:00:00,33.4,26,42,0,,,14.9,,1002.4,
2023-07-28 00:00:00,33.6,27,39,0,,,10,,1002,
2023-07-29 00:00:00,31.6,24.7,38,0,,,10,,1001,
2023-07-30 00:00:00,31.9,25,38.1,0,,,8.8,,1002.8,
2023-07-31 00:00:00,32.9,24,39,0,,,9.4,,1003.7,
2023-08-01 00:00:00,32.9,23.6,40,0,,,9.5,,1003.4,
2023-08-02 00:00:00,33.3,25.2,39,0,,,9.7,,1003.8,
2023-08-03 00:00:00,32.2,23.7,38.1,0,,,11.8,,1003.9,
2023-08-04 00:00:00,30.6,22.2,37.2,0,,,9.6,,1005.4,
2023-08-05 00:00:00,30.6,22,37.5,0,,,8.7,,1007.2,
2023-08-06 00:00:00,26.8,23.2,30,0,,,8,,1006.1,
2023-08-07 00:00:00,27.6,20.5,34,2.4,,,11,,1002.6,
2023-08-08 00:00:00,29.4,21.5,35.2,0,,,9,,1002.6,
2023-08-09 00:00:00,30.6,23.2,36,0,,,10.5,,1006.7,
2023-08-10 00:00:00,31,23,37,0,,,9.8,,1008.3,
2023-08-11 00:00:00,29.6,24,34,0,,,9.5,,1010,
2023-08-12 00:00:00,27.1,20.6,32,0,,,11.2,,1012.6,
2023-08-13 00:00:00,24.5,17,31,0,,,10.5,,1012.6,
2023-08-14 00:00:00,23.5,16.6,30,0,,,10.7,,1015.2,
2023-08-15 00:00:00,23.8,14.9,31,0,,,7.3,,1016.6,
2023-08-16 00:00:00,25,15.8,32,0,,,8.4,,1014.3,
2023-08-17 00:00:00,26.4,17.8,34,0,,,8.4,,1011.5,
2023-08-18 00:00:00,28.1,19,35.7,0,,,8.5,,1010.7,
2023-08-19 00:00:00,29.1,20,37,0,,,10,,1009.3,
2023-08-20 00:00:00,29.9,20.2,38,0,,,10.3,,1009.5,
2023-08-21 00:00:00,29.8,20.2,38.1,0,,,8.8,,1008,
2023-08-22 00:00:00,29.3,21,37,0,,,7.7,,1008.4,
2023-08-23 00:00:00,29.9,22,36.5,0,,,8.7,,1006.9,
2023-08-24 00:00:00,29.7,21.9,37,0,,,7.6,,1005.9,
2023-08-25 00:00:00,29.1,21.2,36,0,,,11.2,,1004.6,
2023-08-26 00:00:00,28.3,21,35,0,,,9.7,,1004.5,
2023-08-27 00:00:00,19.7,17.2,27,7.9,,,14.5,,1008.9,
2023-08-28 00:00:00,20.7,16.6,25,0,,,8.1,,1013.4,
2023-08-29 00:00:00,23.8,15.4,32,0,,,8.2,,1006.8,
2023-08-30 00:00:00,22.1,18,26,5.8,,,11.1,,1007.9,
2023-08-31 00:00:00,21.5,17.2,26,7.3,,,9.6,,1015.1,
2023-09-01 00:00:00,22.2,13.6,28,0,,,8.6,,1015.4,
2023-09-02 00:00:00,23.3,15.2,30,0,,,7.9,,1013.4,
2023-09-03 00:00:00,23.7,15.9,30,0,,,8,,1011,
2023-09-04 00:00:00,22.4,17.8,26,0,,,10.2,,1013,
2023-09-05 00:00:00,21.3,12.2,28,0,,,8.7,,1016.2,
2023-09-06 00:00:00,22.1,14,29,0,,,8.2,,1013.8,
2023-09-07 00:00:00,24.1,15.6,32,0,,,7.4,,1011.1,
2023-09-08 00:00:00,25.6,20,30,0,,,12.2,,1010.2,
2023-09-09 00:00:00,26.8,21,32,0.8,,,9.6,,1011.1,
2023-09-10 00:00:00,25.6,19.4,31.1,0,,,8.3,,1005.9,
2023-09-11 00:00:00,24.3,18.9,31,0,,,11.7,,1008.8,
2023-09-12 00:00:00,20.7,14.4,26,0,,,8,,1016.1,
2023-09-13 00:00:00,21.2,14,27,0,,,12,,1015.8,
2023-09-14 00:00:00,21.3,13.4,28,0,,,8.2,,1015.2,
2023-09-15 00:00:00,21,14.6,26,0,,,8.7,,1015.8,
2023-09-16 00:00:00,21.2,13.3,28,0,,,7.6,,1015.2,
2023-09-17 00:00:00,21.7,16.2,28,0,,,7.8,,1012.1,
2023-09-18 00:00:00,22.7,17,29,0,,,7.9,,1011.9,
2023-09-19 00:00:00,22.9,16,29,0,,,8,,1013.2,
2023-09-20 00:00:00,20.9,15,26.2,0.9,,,12.4,,1020.3,
2023-09-21 00:00:00,20.4,16,25,0,,,9.7,,1020.1,
2023-09-22 00:00:00,19.1,13.6,23.2,0,,,10.6,,1022.5,
2023-09-23 00:00:00,18.9,11.7,26,0,,,7.7,,1022.3,
2023-09-24 00:00:00,19.5,12.4,27,0,,,8.4,,1019.4,
2023-09-25 00:00:00,19.7,12,27.1,0,,,8.4,,1016.7,
2023-09-26 00:00:00,21.3,12.8,28.2,0,,,8.1,,1015.6,
2023-09-27 00:00:00,21.8,14.8,29,0,,,7.4,,1016.1,
2023-09-28 00:00:00,22,16.5,28,0,,,9,,1016.5,
2023-09-29 00:00:00,20.6,13.4,27,0,,,9,,1016.3,
2023-09-30 00:00:00,19.8,14,26,0,,,9,,1017.6,
2023-10-01 00:00:00,20,13.3,27,0,,,8.5,,1014.8,
2023-10-02 00:00:00,18.9,13,26,0,,,7.4,,1014.3,
2023-10-03 00:00:00,19.3,11.7,27,0,,,7.4,,1015.8,
2023-10-04 00:00:00,21,13.9,28,0,,,7.1,,1016.6,
2023-10-05 00:00:00,22,14.5,29,0.2,,,9.3,,1015.4,
2023-10-06 00:00:00,19.5,17.5,24,0,,,11.7,,1015.6,
2023-10-07 00:00:00,16.9,13.3,21.5,0.8,,,6.4,,1020.3,
2023-10-08 00:00:00,18,13.6,23.2,0,,,7.4,,1020.8,
2023-10-09 00:00:00,19.6,13,27,0,,,8.5,,1018.5,
2023-10-10 00:00:00,20.5,12.2,28.6,0,,,9.6,,1016,
2023-10-11 00:00:00,21,15,28,0,,,8.2,,1017.3,
2023-10-12 00:00:00,18.6,14,24,1.9,,,9.1,,1016.2,
2023-10-13 00:00:00,8.7,7,14,17,,,10.1,,1029.8,
2023-10-14 00:00:00,10.8,5,16,0,,,8.2,,1026.9,
2023-10-15 00:00:00,12.2,5.4,18.1,0,,,7.3,,1022,
2023-10-16 00:00:00,12.8,6.9,19,0,,,7.1,,1019.2,
2023-10-17 00:00:00,13.8,7,21,0,,,5.9,,1015.2,
2023-10-18 00:00:00,15.9,8.8,23,0.5,,,7.3,,1019.1,
2023-10-19 00:00:00,17.5,12,24,0,,,7.1,,1020.2,
2023-10-20 00:00:00,18.3,11,26,0,,,5.9,,1016.8,
2023-10-21 00:00:00,16.3,13,20.2,3.1,,,9.7,,1019.7,
2023-10-22 00:00:00,16.2,10,23,0.1,,,5.4,,1017.9,
2023-10-23 00:00:00,13.8,12.1,16,1,,,6.4,,1023.2,
2023-10-24 00:00:00,15,9,23,0,,,5.4,,1021.7,
2023-10-25 00:00:00,17.8,10,26,0,,,5.4,,1015.7,
2023-10-26 00:00:00,18.8,15.9,22,1,,,9.4,,1018.2,
2023-10-27 00:00:00,17.6,13.4,22.6,0,,,8.2,,1020.1,
2023-10-28 00:00:00,20.1,13.2,27,0,,,6.5,,1016,
2023-10-29 00:00:00,21.3,14,29,0,,,7.7,,1015.5,
2023-10-30 00:00:00,20.1,14,28,0,,,6.6,,1017.7,
2023-10-31 00:00:00,12.6,9.2,18,6.1,,,9.1,,1026.5,
2023-11-01 00:00:00,11.6,6.8,17,0,,,7.4,,1029.6,
2023-11-02 00:00:00,12.6,6,21,0,,,7.1,,1027.2,
2023-11-03 00:00:00,13.1,7,21,0,,,5.7,,1019.2,
2023-11-04 00:00:00,14.1,6,23,0,,,5.6,,1016,
2023-11-05 00:00:00,14.8,7,24.7,0,,,6.2,,1017.8,
2023-11-06 00:00:00,15.7,9.1,23,0,,,6.5,,1017.1,
2023-11-07 00:00:00,16.4,12,21,0,,,6.3,,1015.9,
2023-11-08 00:00:00,14.1,11.2,18,17.6,,,11.7,,1016.2,
2023-11-09 00:00:00,9.3,6,14.9,13,,,9.2,,1026.2,
2023-11-10 00:00:00,9.6,4.2,17,0,,,7.1,,1026.4,
2023-11-11 00:00:00,10.5,5,15,4.2,,,6.5,,1024,
2023-11-12 00:00:00,9.7,6.5,14,2.5,,,7.9,,1030.2,
2023-11-13 00:00:00,8.8,3.4,15.3,0,,,7,,1029.5,
2023-11-14 00:00:00,10.2,3,19,0,,,6.7,,1024.8,
2023-11-15 00:00:00,12,4,23,0,,,6.4,,1018.2,
2023-11-16 00:00:00,16.1,8,26,0,,,6,,1016.9,
2023-11-17 00:00:00,18.4,13,27,0,,,10,,1013.2,
2023-11-18 00:00:00,16.3,13,22.6,2,,,7.7,,1016.4,
2023-11-19 00:00:00,13.4,11,16.8,2.3,,,5.7,,1021.9,
2023-11-20 00:00:00,15.4,9.9,24,0,,,4.4,,1018.2,
2023-11-21 00:00:00,17.3,10,25,0.1,,,7.6,,1010.7,
2023-11-22 00:00:00,12.9,9,17,10.9,,,10.9,,1016.1,
2023-11-23 00:00:00,8.6,6.6,13.2,7.1,,,9.1,,1024.7,
2023-11-24 00:00:00,10.9,5,17.7,0,,,7.4,,1013.4,
2023-11-25 00:00:00,10.9,7,17,0,,,5.8,,1020.1,
2023-11-26 00:00:00,12.1,5,22,0,,,5.9,,1016.4,
2023-11-27 00:00:00,13.1,7,19,0,,,4.9,,1012.6,
2023-11-28 00:00:00,15.8,10,23.9,0,,,7.8,,1012.8,
2023-11-29 00:00:00,12.2,8.1,16.5,4.6,,,8,,1019.8,
2023-11-30 00:00:00,8.2,6,11,5.6,,,6.4,,1026.8,
2023-12-01 00:00:00,8,5,12,0,,,3,,1023.5,
2023-12-02 00:00:00,9.6,5,16,0,,,3.6,,1022.6,
2023-12-03 00:00:00,9.7,5,15,0,,,6.5,,1023.9,
2023-12-04 00:00:00,11.5,7,18.2,0,,,5,,1025.3,
2023-12-05 00:00:00,12,6,21.6,0,,,5.8,,1019.9,
2023-12-06 00:00:00,9.7,4,17.1,0,,,6.2,,1021,
2023-12-07 00:00:00,4.5,3.6,5.5,0,,,6.1,,1021.1,
2023-12-08 00:00:00,3.9,0,6,6.1,,,7.7,,1020.5,
2023-12-09 00:00:00,-0.5,-1.8,1,4.2,,,5.3,,1032,
2023-12-10 00:00:00,2.1,-3.3,7,0,,,5.2,,1025.3,
2023-12-11 00:00:00,3.5,-2.6,7,7.3,,,7.7,,1018.4,
2023-12-12 00:00:00,-11.5,-17,-5,6.3,,,9.6,,1032.3,
2023-12-13 00:00:00,-11.8,-17,-5,0,,,3.1,,1033.4,
2023-12-14 00:00:00,-4.8,-11,0.9,0,,,5,,1020,
2023-12-15 00:00:00,1.9,-1,9.5,0,,,5.9,,1018.3,
2023-12-16 00:00:00,0.6,-1,2.1,0.3,,,4,,1028.4,
2023-12-17 00:00:00,4.4,0.6,10,0.8,,,4.2,,1029.5,
2023-12-18 00:00:00,7.5,1,15.7,0,,,8.5,,1021.6,
2023-12-19 00:00:00,4.1,2.2,7,3,,,7.3,,1029.1,
2023-12-20 00:00:00,3.8,1,7,0,,,6.4,,1034.4,
2023-12-21 00:00:00,3.2,-1,9.2,0,,,2.9,,1030.3,
2023-12-22 00:00:00,5.1,-2,15.1,0,,,3.4,,1018.2,
2023-12-23 00:00:00,7.9,0,18,0,,,7.7,,1014.6,
2023-12-24 00:00:00,12.9,10,17.2,0.1,,,11.7,,1014.5,
2023-12-25 00:00:00,15.9,13,21,0.2,,,11.3,,1013.3,
2023-12-26 00:00:00,8.3,6,15,18,,,7.7,,1021.3,
2023-12-27 00:00:00,8.8,6,12.5,1,,,12.3,,1023.7,
2023-12-28 00:00:00,10.1,4,18,0,,,9.8,,1018.7,
2023-12-29 00:00:00,3.8,1,12.4,9.9,,,10.2,,1025,
2023-12-30 00:00:00,1.4,-2,5,0,,,6.8,,1033,
2023-12-31 00:00:00,3.9,-1,10.7,0,,,5.9,,1026.1,
2024-01-01 00:00:00,7.2,1,15.4,0,,,6,,1019.4,
2024-01-02 00:00:00,5.7,3,9,0,,,4.8,,1024.7,
2024-01-03 00:00:00,5.1,1.5,11,0,,,5.3,,1019.8,
2024-01-04 00:00:00,8.9,3,16,0.1,,,9.2,,1014.2,
2024-01-05 00:00:00,9.9,5,13.8,0.3,,,7.1,,1017.1,
2024-01-06 00:00:00,11.2,5,16.4,0.4,,,8.2,,1016.3,
2024-01-07 00:00:00,10.2,8,13.9,6.1,,,9.1,,1018.1,
2024-01-08 00:00:00,7.4,5.8,9,0.2,,,6.3,,1023.4,
2024-01-09 00:00:00,8.8,3,16,0,,,7.1,,1016,
2024-01-10 00:00:00,10.4,8,14.3,0,,,7.1,,1013.8,
2024-01-11 00:00:00,5.9,3.1,8.8,1.6,,,8,,1017.1,
2024-01-12 00:00:00,3.6,-1,9,0,,,8,,1016.6,
2024-01-13 00:00:00,11.3,4.6,14.5,0,,,10,,1009.3,
2024-01-14 00:00:00,6.9,4,11,0,,,9.9,,1015.4,
2024-01-15 00:00:00,-1.3,-2,3,8.9,,,8.5,,1024,
2024-01-16 00:00:00,-0.4,-1.8,1,0.5,,,6.2,,1024.7,
2024-01-17 00:00:00,1.3,0,5,0,,,5.1,,1023.8,
2024-01-18 00:00:00,3.9,-1,11.1,0,,,4.3,,1022.9,
2024-01-19 00:00:00,5.6,2,8.5,0.2,,,7.4,,1027.1,
2024-01-20 00:00:00,3.5,1,7,0,,,5.7,,1029,
2024-01-21 00:00:00,4.1,0.5,9.3,0,,,7.1,,1025.5,
2024-01-22 00:00:00,5.9,-0.7,14.7,0,,,5.7,,1020.4,
2024-01-23 00:00:00,6.6,2,11.2,0,,,6.8,,1025.5,
2024-01-24 00:00:00,8.5,4,15.1,0,,,6.5,,1021.6,
2024-01-25 00:00:00,4,-1,7,11.1,,,6.8,,1018.9,
2024-01-26 00:00:00,-0.7,-2.9,1,0.3,,,5.9,,1026.2,
2024-01-27 00:00:00,2.1,-3.1,7,0,,,5.4,,1020.8,
2024-01-28 00:00:00,8.9,4,15.1,2.4,,,10.8,,1011.1,
2024-01-29 00:00:00,4.8,2.8,8,33,,,11.5,,1018.4,
2024-01-30 00:00:00,3.1,1,5,0,,,10.5,,1025.6,
2024-01-31 00:00:00,1.9,-1.7,4.3,3,,,12,,1028.3,
2024-02-01 00:00:00,0.3,-1.4,3,2.8,,,11.8,,1027.5,
2024-02-02 00:00:00,1.5,-2,7,0,,,8.7,,1025.3,
2024-02-03 00:00:00,1.3,-2,3.2,0,,,8.8,,1013.1,
2024-02-04 00:00:00,2.9,0,7,3.2,,,8,,1023,
2024-02-05 00:00:00,4.2,0,9,0,,,6.5,,1020.6,
2024-02-06 00:00:00,8.5,4,15,0.2,,,13.8,,1013.7,
2024-02-07 00:00:00,7.2,4.9,10.5,0.8,,,9.4,,1016.7,
2024-02-08 00:00:00,9.7,6,14,0.6,,,8.5,,1022.6,
2024-02-09 00:00:00,12.9,8,20,0,,,11.7,,1018.5,
2024-02-10 00:00:00,12.6,7,21,0,,,7.8,,1019.2,
2024-02-11 00:00:00,11.2,3.8,19.9,0,,,7.6,,1021.7,
2024-02-12 00:00:00,5.3,3,7.8,0,,,6.5,,1026.7,
2024-02-13 00:00:00,8.3,3,15,0,,,6.3,,1026,
2024-02-14 00:00:00,12.6,5,22,0,,,7.1,,1020.4,
2024-02-15 00:00:00,14.8,10,19.8,0,,,8.6,,1014.6,
2024-02-16 00:00:00,-0.1,-4,14.5,16,,,10.9,,1022.4,
2024-02-17 00:00:00,-3.8,-5.2,-2.4,0,,,6.1,,1023.4,
2024-02-18 00:00:00,-2.3,-4,-1,6.5,,,6.7,,1015.4,
2024-02-19 00:00:00,-2.3,-4,-0.9,3.8,,,6.6,,1021.2,
2024-02-20 00:00:00,-3.3,-5.4,1,7.1,,,8.4,,1027.1,
2024-02-21 00:00:00,-2.2,-7,2,0,,,8,,1027.8,
2024-02-22 00:00:00,1.3,-3.1,5.7,0,,,5.4,,1027.5,
2024-02-23 00:00:00,4.4,2,8,0.3,,,7.9,,1026.7,
2024-02-24 00:00:00,0.7,0,3,3.8,,,7.8,,1028.2,
2024-02-25 00:00:00,1.3,0,3,4.1,,,5.4,,1026.7,
2024-02-26 00:00:00,1.4,0,4,0.6,,,7.7,,1025.6,
2024-02-27 00:00:00,2.4,0,6,0,,,7,,1027.5,
2024-02-28 00:00:00,2.8,1,5,0,,,6.8,,1028.3,
2024-02-29 00:00:00,4,0,8,0,,,6.4,,1023,
2024-03-01 00:00:00,3.3,1.6,5,1.5,,,9.4,,1021.3,
2024-03-02 00:00:00,0.7,-0.3,1.1,5.1,,,4.8,,1022.6,
2024-03-03 00:00:00,0.6,0,2,8.9,,,7,,1024.4,
2024-03-04 00:00:00,2.3,-2,7,0,,,5,,1025.8,
2024-03-05 00:00:00,4,-1,10,0,,,6.5,,1022.2,
2024-03-06 00:00:00,6.5,2,11.4,0,,,5.7,,1019.1,
2024-03-07 00:00:00,8.8,4,14,2.7,,,6.7,,1018.7,
